Symbol, Company Name, Market Cap, Overall Rating, Sector, Industry, Valuation Grade, Profitability Grade, Growth Grade, Performance Grade, Forward PE, PEG, Price/Sales, Price/Book, Price/FCF, Net Margin, Operating Margin, Gross Margin, ROE, ROA, EPS This Y, EPS Next Y, EPS Next 5 Years, Sales Q/Q, EPS Q/Q, Perf Month, Perf Quarter, Perf Half Y, Perf YTD, Perf Year, SMA20, SMA50, SMA200, Dividend Yield, Inst Trans, Inst Own, Insider Own, Insider Trans, Target Price, Prev Close, Price Projection, RSI, Short Float, 52W High, 52W Low, Current Ratio, Earnings Date
BK, The Bank of New York Mellon Corporation, 30.19B,59, Financial, Asset Management, B-, B+, B-, F,8.18,17.08,4,0.81,0,56.4,42.6,0,11.3,1.1,14.6,7.31,0.44,-7.7,83.5,-16.94,-33.94,-20.83,-33.16,-34.35,5,-14.3,-24.1,3.6,-0.36,88,0.2,-2.71,44.8,33.6,33.33333333,47.1,1.21,-36.91,28.11,0, Apr 16 BMO
BKNG, Booking Holdings Inc., 57.96B,75, Services, Business Services, A-, A, A-, F,11.75,1.39,3.85,8.86,12.89,32.3,35.5,0,80.7,22.4,35.4,52.6,8.08,3.9,110.5,-27.26,-39.26,-35.1,-38.65,-29.01,-7.8,-25.3,-34.4,0,-2.53,96.1,0.3,0,1719.9,1260,36.5,38.6,3.39,-41.2,11.19,1.8, Feb 26 AMC
BKR, Baker Hughes Company, 11.15B,60, Services, Technical Services, A-, C, A-, F,9.1,1.35,0.47,0.2,22.7,0.5,4.5,18.6,0.4,0.2,12,28.59,34.42,1.3,42.4,-40.05,-59.55,-53.21,-59.58,-60.86,-9.1,-38.3,-51.9,6.95,-1.08,96.4,0.1,1.45,22.7,10.3,120.3883495,37.3,2.82,-62.06,14.14,1.5, Apr 22 BMO
BLK, BlackRock Inc., 68.71B,73, Financial, Asset Management, B-, A-, B+, D+,13.44,2.19,4.73,1.97,128.67,30.8,38.2,81.7,13.9,2.7,6.9,9.17,6.87,15.8,43.6,-13.89,-16.2,1.47,-15.15,-2.86,2.8,-13.1,-10.8,3.4,0.54,85.1,1.3,-7.34,511,426.5,19.81242673,47.6,1.14,-27.39,29.28,0, Apr 14 BMO
BLL, Ball Corporation, 21.06B,64, Consumer Goods, Packaging & Containers, B-, C+, C+, C,19.26,3.24,1.84,7.14,27.42,4.9,8.1,19.8,17,3.3,15.2,16.35,11.97,-3,-19.4,-17.82,1.06,-8.84,-0.17,11.27,-2.4,-12,-11.9,0.9,-0.72,84.8,0.5,-7.21,80.8,64.5,25.27131783,44.5,1.99,-24.97,21.23,0.9, May 07 BMO
BMY, Bristol-Myers Squibb Company, 123.63B,78, Healthcare, Drug Manufacturers - Major, A-, B, C+, B-,7.47,1.37,4.73,2.05,27.16,13.2,26.4,70.3,13.7,5,-33.9,18.32,18.3,33,-177.2,-10.2,-12.84,12.19,-13.99,17.77,4.6,-6.7,1.6,3.2,28.49,79.9,0.1,-5.96,70.7,55.2,28.07971014,50.9,2.02,-18.58,30.98,1.6, May 07 BMO
BR, Broadridge Financial Solutions Inc., 11.19B,58, Technology, Information Technology Services, B-, B, C+, F,16.62,2.57,2.57,9.39,43.77,9.7,13.2,27.2,36.2,10.5,10.4,9.72,10,1.6,-78.5,-13.24,-25.59,-24.28,-25.45,-14.41,-3.3,-15.4,-24,2.3,-1.39,88.4,0.6,-12.41,131.4,92.1,42.67100977,43.1,1.7,-32.46,12.97,0.9, May 01 BMO
BRK-B, Berkshire Hathaway Inc., 443.39B,50, Financial, Property & Casualty Insurance, C, C-, C+, D+,15.88,0,1.73,0,0,0,0,0,0,0,8,7.2,23.3,4,0,-17.5,-21.31,-11.51,-20.65,-11.75,-2.3,-13.7,-15.5,0,0,0,0,0,252.5,179.7,40.51196439,43.1,1.43,-22.93,11.91,0, Mar 02 BMO
BSX, Boston Scientific Corporation, 44.59B,75, Healthcare, Medical Appliances & Equipment, B+, A-, A-, F,16.05,1.39,4.15,3.12,32.43,43.8,14.1,70.4,44.5,17.8,191.1,16.71,6.7,13.4,935.2,-19.87,-31.5,-20.69,-31.34,-18.99,1.7,-15.9,-23.8,0,0.13,95.4,0.3,-8.48,48.5,31,56.4516129,45.7,1.03,-32.96,29.69,1, May 06 BMO
BWA, BorgWarner Inc., 4.85B,57, Consumer Goods, Auto Parts, A, B-, C, F,5.37,0.93,0.48,0.97,12.52,7.3,12.8,20.7,16.7,7.4,-15.3,12.74,6.46,-0.5,-6.5,-29.36,-49.31,-35.79,-48.64,-46.48,-10.6,-28.8,-42.6,3,0.46,96.5,0.4,0,40.5,22.2,82.43243243,35.4,7.78,-54.3,25.26,1.6, May 06 BMO
BXP, Boston Properties Inc., 12.70B,55, Financial, REIT - Office, B-, B+, C+, F,20.44,3.58,4.29,2.33,34.71,17.3,33.5,63,9.2,2.4,-10.8,14.27,7,7.4,-5.4,-40.13,-39.01,-34.08,-40.02,-40.24,-16.7,-33.5,-36.6,4.6,0.06,99,0.1,-63.92,144.8,82.6,75.30266344,31.8,1.69,-43.96,7.29,0, Apr 28 AMC
C, Citigroup Inc., 86.48B,64, Financial, Money Center Banks, B+, B, B+, F,4.58,0.37,1.13,0.48,0,23.7,51.1,0,10.2,0.9,20.9,13.49,13,-1.2,33.8,-41.79,-51.71,-40.79,-50.89,-39.7,-14.7,-39.7,-45.8,5.2,-1.49,82,0.1,0,81.7,39.2,108.4183673,34.6,1.1,-54.85,17.27,0, Apr 15 BMO
CAG, Conagra Brands Inc., 14.53B,78, Consumer Goods, Processed & Packaged Goods, B+, C+, B+, C+,13.47,2.09,1.38,1.92,29.6,7.6,13.9,27.9,10.8,3.6,10.9,8.55,8.7,18.3,68.6,3.96,-11,5.72,-12.59,8.96,13.8,5.8,6.5,2.8,-1.73,88.7,2.5,-9.26,32.9,29.9,10.03344482,61.8,3.23,-12.42,36.53,0.9, Mar 31 BMO
CAH, Cardinal Health Inc., 13.86B,57, Services, Drugs Wholesale, B, D, B-, C-,8.32,0,0.09,13.57,12.62,-2.8,-2.8,4.6,-116.5,-10.4,308.4,4.18,4.55,5.3,-19.8,-15.03,-7.33,1.44,-8.22,-1.4,1.6,-9.7,-5.6,4.1,-1.78,91.6,0.3,0,57.7,46.4,24.35344828,48.5,1.86,-23.02,19.64,1, May 07 BMO
CAT, Caterpillar Inc., 68.83B,68, Industrial Goods, Farm & Construction Machinery, B+, B+, C+, D,12.34,3.42,1.28,4.41,18.48,11.3,15.4,32.1,40.7,7.8,3.4,13.52,3.28,-8.4,5.1,-8.37,-22.45,-2.68,-20.95,-16.17,10,-5.7,-12.6,3.5,1.03,67.4,0.1,-13.45,135.9,116.7,16.45244216,52.3,1.4,-23.71,31.26,1.5, Apr 28 BMO
CBOE, Cboe Global Markets Inc., 10.24B,41, Financial, Diversified Investments, C+, C-, D+, F,17.3,4.62,4.1,3.29,0,0,0,0,0,0,7.2,5.3,4.39,-19.9,-37.8,-22.11,-22.72,-18.11,-23.02,-3.48,-1.6,-18.1,-21.6,1.5,0,84.68,1.07,-4.12,115.7,92.3,25.35211268,43.5,2.33,-29.95,24.45,0, May 01 BMO
CBRE, CBRE Group Inc., 12.73B,66, Financial, Property Management, A, B-, B+, F,8.49,0.89,0.53,1.97,13.69,5.4,5.3,22,23.1,8.5,20,9.87,11,13.1,57.9,-38.02,-40.35,-25.84,-40.17,-28.01,-12.7,-33.1,-34.5,0,1.09,97.5,0.8,-2.67,58.6,36.6,60.10928962,37.4,1.5,-45.34,21.35,1.2, Feb 27 BMO
CCI, Crown Castle International Corp. (REIT), 63.49B,66, Technology, Diversified Communication Services, D+, B, B, B-,53.71,3.9,11.02,5.81,0,13,27,65.5,6.6,2,45.7,22.69,21,-1.5,-24.3,-10.51,3.31,7.23,2.97,14.01,3.3,-3,3.6,3.2,-0.3,96.6,0.5,0.02,161,146.3,10.04784689,51.7,2.03,-13.49,27.86,0.6, Feb 26 AMC
CCL, Carnival Corporation & Plc, 6.47B,59, Services, Resorts & Casinos, B+, B, B-, F,2.17,0.24,0.31,0.22,0,14.4,15.7,38,12.1,6.7,-2.7,50.43,7.55,7.3,-12.8,-75.45,-84.47,-80.77,-84.32,-85.02,-43.6,-72,-79.7,25.09,-0.75,79.7,0.1,-0.61,36.9,7.9,367.0886076,29.4,9.17,-84.81,9.17,0.2, Mar 31
CDNS, Cadence Design Systems Inc., 19.90B,82, Technology, Application Software, B-, A, A-, C+,24.79,1.94,8.52,8.57,30.38,42.3,21,88.6,62,35.4,187.8,9.24,9.6,5.2,599.6,-6.18,-7.71,2.98,-4.95,1.17,4.7,-6.3,-7.2,0,0.79,95.8,1,-18.77,68.7,65.9,4.248861912,49.7,2.03,-20.46,24.44,1.7, Feb 12 AMC
CDW, CDW Corporation, 13.54B,65, Technology, Information Technology Services, B+, B-, A-, F,12.67,1.48,0.75,13.13,22.29,4.1,6.3,16.9,78.4,9.4,19.4,11.95,11.88,11.3,22.3,-26.19,-38.86,-26.58,-38.41,-12.47,-7,-24.9,-28.9,1.7,-2.4,96.3,1,-11.27,121.5,87.9,38.22525597,39.3,2.92,-40.52,18.41,1.2, May 07 BMO
CE, Celanese Corporation, 8.69B,53, Basic Materials, Chemicals - Major Diversified, A, B, D+, F,6.13,1.6,1.38,3.29,11.09,13.5,13.2,25.5,30.5,9,-22.6,10.49,6.3,-15.2,-54,-29.91,-43.51,-41.91,-44.28,-33.53,-6.7,-26.8,-39.1,3.6,-3.99,0,0.7,0,118.7,68.6,73.03206997,39.2,2.92,-47.61,28.12,1.6, Apr 30 AMC
CERN, Cerner Corporation, 19.66B,70, Technology, Healthcare Information Services, B, B-, B, C-,17.58,2.71,3.45,4.48,25.04,9.3,10.6,81.2,11.4,7.5,-12.7,12.41,13.88,5.6,23.5,-15.69,-15.84,-6.88,-15.57,8.47,-0.5,-10.9,-11.5,1.1,-3.35,83.6,3.55,-4.37,77.8,61.9,25.68659128,44.5,3.8,-23.08,17.24,2, May 05 AMC
CF, CF Industries Holdings Inc., 6.14B,65, Basic Materials, Agricultural Chemicals, A, B-, B, F,11.15,0.45,1.34,1.93,7.35,10.7,21.4,25.6,16.6,3.9,70,25.27,25.45,-7.3,-10.9,-33.68,-44.61,-46.77,-46.17,-40.14,-2.1,-24.8,-41.5,4.6,-3.04,95.2,0.4,-1.7,43.1,25.7,67.70428016,40.7,3.1,-53.18,30.87,1.5, Feb 12 AMC
CFG, Citizens Financial Group Inc., 7.73B,65, Financial, Regional - Mid-Atlantic Banks, A, B+, B-, F,4.42,0.8,1.25,0.37,8.1,27.8,68.2,0,8.3,1.1,10,7.42,5.72,-2.7,9,-45.06,-57.25,-48,-57.1,-48.99,-14.7,-43.5,-51.3,8.96,-1.46,0,0.5,0.29,38.3,17.4,120.1149425,33.8,1.91,-58.99,19.94,0, Apr 17 BMO
CHD, Church & Dwight Co. Inc., 16.53B,69, Consumer Goods, Cleaning Products, C+, B+, B-, C-,23.11,3.64,3.79,6.1,29.17,14.1,19.3,45.5,23.8,9.5,7.7,6.98,7.45,6.5,1.8,-13.34,-5.37,-11.46,-5.79,-8.14,3.2,-4.3,-6.7,1.4,5.9,90.7,0.1,-21.78,74.1,66.2,11.93353474,51.4,3.32,-16.37,41.16,0.9, May 01 BMO
CHRW, C.H. Robinson Worldwide Inc., 9.54B,62, Services, Air Delivery & Freight Services, B+, B-, C-, D+,16.51,2.09,0.62,5.61,18.3,3.8,5.2,16.9,34.7,12.4,-11.9,17.61,7.87,-8.3,-45.6,-2.64,-11.45,-16.16,-11.87,-22.3,6.3,-1.7,-13.3,2.9,-2.26,98.4,0.8,-0.07,75.5,68.9,9.579100145,54.7,14.54,-25.84,19.79,1.7, Apr 28 AMC
CI, Cigna Corporation, 66.02B,79, Healthcare, Health Care Plans, A, C+, A-, C-,8.16,0.96,0.43,1.38,7.83,3.3,5.4,0,11.6,3.3,27.7,11.51,13.11,168.9,372.5,-19.44,-17.63,13.11,-17.45,6.17,-1.1,-13.5,-8.7,0,1.55,92,0.2,-10.56,242.8,168.8,43.83886256,46.2,1.38,-27.28,37.86,0, May 07 BMO
CINF, Cincinnati Financial Corporation, 12.26B,67, Financial, Property & Casualty Insurance, B+, B+, B+, F,17.95,0,1.55,1.21,14.79,25.2,31.9,0,21.6,8.2,593.3,2.65,-3.47,203.1,236.6,-30.17,-31.18,-35.48,-30.65,-14.68,-12.8,-26.8,-33.1,3.2,-1.18,65.2,1.7,0.17,107.8,72.9,47.87379973,38.2,1.52,-40.02,7.92,0, May 06 AMC
CL, Colgate-Palmolive Company, 58.36B,61, Consumer Goods, Personal Products, C-, B-, C+, C+,21.96,4.46,3.72,486.93,49.29,15.1,22.6,59.5,-856.1,16.9,-3.2,6.08,5.56,5.4,-5.2,-9.55,0.07,-3.33,-0.97,0.52,2.3,-4.1,-3.9,2.5,0.13,81.7,0.2,-22.68,74.2,68.1,8.957415565,50.2,1.42,-12.58,15.69,1, May 01 BMO
CLX, The Clorox Company, 22.47B,71, Consumer Goods, Housewares & Accessories, D, B+, B-, B+,26.99,7.58,3.66,40.66,75.15,13.3,16.7,44.2,133.5,15.4,12,4.64,3.73,-1.6,4.2,4.16,17.75,20.32,17.04,14.5,1.4,5.4,12.7,2.3,1.82,83,0.1,-69.49,168,179.7,-6.510851419,53.6,7.42,-17.07,23.29,0.9, May 05 BMO
CMA, Comerica Incorporated, 4.03B,64, Financial, Money Center Banks, A, B+, C+, F,4.83,0.88,1.44,0.55,6.7,42.4,80.7,0,16.3,1.6,10.6,1.64,4,-6.4,-0.7,-44.85,-61.27,-56.05,-61.27,-63.86,-16.8,-44.4,-56.6,9.79,-2.68,86.2,0.8,-2.27,87.2,27.7,214.801444,32,3.18,-66.1,12.56,0, Apr 21 BMO
CMCSA, Comcast Corporation, 166.31B,71, Services, Entertainment - Diversified, A, B, B, F,10.37,1.29,1.53,1.89,13.85,12,19.4,68.4,16.7,5.1,11.8,8.55,9.38,2,25.2,-19.13,-24.25,-21.98,-23.57,-14.65,-5.5,-16.7,-22,2.6,-0.16,85.5,0.1,-28.68,49.2,34.3,43.44023324,42.2,1.99,-28.89,7.08,0.8, Apr 23 BMO
CME, CME Group Inc., 61.66B,56, Financial, Investment Brokerage - National, C-, B+, C+, D,21.63,4.93,12.67,2.31,84.32,43.5,53.2,0,8,2.9,3.5,2.31,5.79,-7.9,19.8,-24.62,-16.49,-17.88,-16.02,1.32,1.5,-11.2,-13.9,2,0.27,90.5,0.2,-6.74,209.1,168.5,24.09495549,48,1.47,-22.82,31.97,1, Apr 29 BMO
CMG, Chipotle Mexican Grill Inc., 18.22B,63, Services, Restaurants, C+, B-, A+, F,27.93,2.05,3.26,10.4,46.99,6.3,7.9,27,22.1,7.2,103.4,34.38,24.87,17.6,183.3,-18.14,-26.57,-22.2,-24.72,-10.7,-1,-19.8,-22.7,0,-0.97,96.1,0.7,-74.44,688,630.1,9.189017616,43.4,7.06,-34.9,47.49,1.6, Apr 21 AMC
CMI, Cummins Inc., 20.45B,59, Industrial Goods, Diversified Machinery, B+, B, C, D-,10.74,5.28,0.87,2.67,11.89,9.6,11.5,25.4,28.8,11.3,9.5,11.68,1.74,-8.9,-38.2,-15.14,-25.96,-13.86,-25.82,-17.77,1,-11.6,-19.1,3.9,-4.11,85.1,0.2,-5.06,167.7,132.7,26.37528259,46.6,3.13,-29.04,31.16,1.5, May 05 BMO
CMS, CMS Energy Corporation, 16.11B,65, Utilities, Electric Utilities, C+, B, B-, C-,19.86,3.32,2.35,3.21,0,9.9,18.1,65.8,13.8,2.6,3,7.43,7.51,-1.9,77.8,-16.81,-7.86,-10.57,-9.52,3.65,-7.1,-14.5,-12.2,2.8,0.2,96.3,0.4,-3.7,67.5,56.8,18.83802817,42.8,2.19,-21.22,18.38,0.9, Apr 23 BMO
CNC, Centene Corporation, 34.99B,73, Healthcare, Health Care Plans, B+, C, B+, C,9.98,1.32,0.47,1.86,46.47,1.8,2.3,17.8,10.9,3.7,39.1,21.87,13.63,13.9,-13.8,-9.77,-8.92,31.9,-10.35,5.6,-1.3,-8.1,0.4,0,6.66,76.6,2,-2.59,73.5,56.3,30.55062167,47.4,4.3,-20.27,31.48,1.6, May 05 BMO
CNP, CenterPoint Energy Inc., 7.10B,55, Utilities, Gas Utilities, B-, C+, B+, F,9.61,0,0.58,1.07,0,5.5,10,0,10.3,2,81.3,0.89,-3.3,6.4,42.2,-40.68,-47.57,-51.48,-48.18,-53.97,-11.3,-37.4,-48.9,8.21,2.22,88.2,0.2,-2.71,22.8,14.1,61.70212766,34.4,3.92,-56.8,16.28,1, Feb 27 BMO
COF, Capital One Financial Corporation, 21.03B,62, Financial, Credit Services, A+, B, C+, F,3.66,0.5,0.74,0.38,1.4,18.2,60,0,10.1,1.4,-6.9,10.9,8,3.1,-9.6,-50.82,-57.6,-49.07,-57.31,-48.51,-25.9,-48.6,-53.6,3.6,0.08,93.1,1,-6.89,101.4,43.9,130.9794989,29.5,1,-60.8,10.97,0, Apr 23 AMC
COG, Cabot Oil & Gas Corporation, 6.91B,82, Basic Materials, Independent Oil & Gas, A, A+, C+, C-,13.37,0.39,3.35,3.14,13.51,33,46.3,68.5,30.2,15.2,33.8,89.24,26.65,-35.6,-40.6,11.78,-3.08,-2.51,-4.08,-34.48,3.5,11.8,-1.9,2.4,-1.5,99.71,1.8,-2.61,19.1,16.7,14.37125749,55.2,6.06,-37.2,32.92,1.7, Feb 20 AMC
COO, The Cooper Companies Inc., 15.62B,69, Healthcare, Medical Instruments & Supplies, B-, B, B, C-,19.72,3.15,5.85,3.74,34.14,17,20.5,66.1,12.5,7.2,29.2,10.66,10,2.9,-12,-16.06,-12.21,-1.77,-11.66,-4.46,-0.2,-12.6,-11.5,0,0.13,92.6,0.3,-7.43,348.4,283.8,22.76250881,46.2,1.64,-23.41,18.34,1.1, Mar 05 AMC
COP, ConocoPhillips, 40.16B,58, Basic Materials, Independent Oil & Gas, B+, B+, C, F,17.17,0,1.24,1.06,13.53,22.2,25.7,47.4,21.2,10.1,20.4,74.98,-0.14,-16.3,-59.1,-31.5,-48.27,-36.2,-47.93,-48.31,9,-28.4,-40.6,4.9,0.01,75.5,0.1,-5.65,54.8,33.8,62.13017751,45.6,1.26,-51.66,58.25,2.4, Apr 30 BMO
COST, Costco Wholesale Corporation, 132.32B,70, Services, Discount Variety Stores, C, C+, B+, B-,31.07,5.09,0.84,7.75,43.13,2.4,3.1,13,24.3,8,11.9,7.72,6.78,10.4,12.5,-9.12,0,2.23,-0.83,20.21,-1.8,-5.1,-1.4,0.8,-0.95,71.9,0.2,-5.45,321.7,291.4,10.39807824,46.6,1.25,-11.32,23.76,1, Mar 05 AMC
CPB, Campbell Soup Company, 14.12B,69, Consumer Goods, Processed & Packaged Goods, B-, B+, C, C+,17.55,13.25,1.88,5.74,32.25,19.3,11.9,34,95.6,11.2,-20.4,1.88,2.75,-0.5,-3.5,-10,-2.14,2.79,-3.99,27.38,4.3,2.9,7.5,2.9,0.68,53.5,0.2,-14.18,49.2,47.4,3.797468354,55.6,9.27,-14.01,40.29,0.6, Mar 04 BMO
CPRI, Capri Holdings Limited, 1.40B,57, Consumer Goods, Textile - Apparel Clothing, A-, B-, C+, F,1.86,2.7,0.25,0.47,3.04,6.1,6.7,60.2,14.2,4.4,-9.4,1.09,1.32,9.2,3.9,-67.66,-78.76,-72.54,-78.69,-82.68,-32.8,-62.2,-72.4,0,1.78,98.2,0.7,0,34.6,8.1,327.1604938,28.3,10.09,-82.96,57.2,0.8, May 06 BMO
CPRT, Copart Inc., 15.54B,74, Services, Auto Dealerships, C+, A+, A, D-,21.42,0.94,6.98,7.05,102.96,32.9,36.6,45.3,39.4,27,40,12.12,22.3,18.6,28.5,-25.96,-31.1,-16.82,-29.17,1.07,-11.6,-28.2,-25.8,0,-0.83,80.8,13.29,-4.51,96.6,64.4,50,35,2.6,-41.09,10.95,2.1, Feb 19 AMC
CRM, salesforce.com inc., 127.41B,51, Technology, Application Software, C, C+, C+, D-,34.21,31.71,7.45,3.52,34.55,0.7,1.7,75.2,0.5,0.3,-89.6,24.63,19.88,34.6,-152.7,-23.55,-19.56,-6.86,-17.41,-17.4,-7.2,-20.1,-15.8,0,2.24,84.5,0.2,-46.07,199.7,134.3,48.69694713,39.1,1.4,-31.44,16.39,1.1, Feb 25 AMC
CSCO, Cisco Systems Inc., 176.44B,75, Technology, Communication Equipment, B+, A-, B, D,12.1,2.05,3.42,4.75,19.94,21.4,27.5,64,31.5,11.7,30.3,3.85,7.04,-3.5,5.7,-3.84,-17.8,-14.52,-17.01,-28.46,3.7,-8.1,-18.2,3.6,-1.98,74.3,0.1,-11.26,48.1,39.8,20.85427136,48.6,1.17,-32.96,20.56,1.8, Feb 12 AMC
CSX, CSX Corporation, 45.60B,69, Services, Railroads, B+, A, C+, F,12.64,1.82,3.82,3.72,18.76,27.9,41.6,77.5,27.5,8.7,8.6,11.31,7.49,-8.2,-1.7,-21.03,-22.31,-14.2,-21.42,-24.41,1.2,-16.9,-19.3,1.8,-4.75,75.9,0.1,-81.42,72.8,56.8,28.16901408,45.3,1.19,-29.68,21.28,1.5, Apr 22 AMC
CTAS, Cintas Corporation, 18.23B,45, Services, Business Services, B-, C, C, F,21.03,1.89,2.51,5.53,0,0,0,46.1,0,0,43.6,-2.4,13.1,-46,-44.9,-42.26,-39,-36.21,-38.61,-20.35,-18.6,-34.9,-36.3,1.5,-1.23,67.5,0.4,-0.45,207.1,165.1,25.4391278,32.8,2.74,-46.09,6.47,1.9, Mar 19 AMC
CTL, CenturyLink Inc., 9.83B,45, Technology, Telecom Services - Domestic, B+, D, C+, F,5.94,0,0.44,0.7,5.04,-23.5,-12.2,55,-38.8,-8.1,-219.4,5.56,6.9,-3.6,109.2,-30.32,-31.89,-23.68,-33.38,-28.86,-7.3,-24.9,-27.2,11.36,2.92,80,0.7,0.93,13.1,8.8,48.86363636,40.3,9.5,-40.56,11.46,0.7, Feb 12 AMC
CTSH, Cognizant Technology Solutions Corporation, 25.94B,59, Technology, Information Technology Services, A-, B, C, F,10.11,1.69,1.55,2.2,15.69,11,14.6,36.6,17,11.6,-8.4,8.52,7.96,3.8,-35.7,-28.76,-28.47,-26.11,-28.59,-40.29,-10.3,-25.7,-29.4,1.9,-1.64,93.6,0.2,-31.33,65.4,44.2,47.9638009,38.7,2.23,-42.05,8.4,2.6, May 06 AMC
CTVA, Corteva Inc., 17.33B,54, Basic Materials, Agricultural Chemicals, B-, D+, A, F,12.73,0,1.25,0.69,0,-6.9,-2.4,38.1,0,0,95.8,18.6,12.72,6,95.8,-23.04,-22.62,-17.45,-24.76,0,-2.7,-16.3,-18.1,2.3,7.33,82.8,0.1,6.53,31.1,22.2,40.09009009,42.5,1.27,-31.06,10.89,1.6, Apr 30 BMO
CTXS, Citrix Systems Inc., 17.16B,81, Technology, Business Software & Services, C-, A-, B+, B+,23.08,4.39,5.7,22.16,31.97,22.6,17.8,85,104.4,15.6,33.7,15.2,6.4,1,60.8,29.41,27.63,49.74,28.51,39.07,12.1,16.1,31.2,0.9,-4.94,0,1,-9.72,127.1,142.5,-10.80701754,62.6,5.08,-3.72,56.13,0.8, Apr 22 AMC
CVS, CVS Health Corporation, 72.25B,74, Healthcare, Health Care Plans, A-, C+, A-, D,7.31,1.85,0.28,1.13,9.28,2.6,4.6,38.2,10.7,3,861.4,6.09,5.9,21.8,387.5,-16.1,-25.28,-9.9,-25.41,4.96,-3.2,-13.3,-14,3.6,0.4,79.9,0.1,-24.83,68.6,55.4,23.8267148,42.7,1.47,-27.65,7.75,0.9, Feb 12 BMO
CVX, Chevron Corporation, 158.86B,43, Basic Materials, Major Integrated Oil & Gas, B-, C+, C-, F,18.6,9.33,1.13,0.99,37.48,2.1,2.2,42.9,1.9,1.2,-80,66.99,5.5,-13.2,-293.7,-22.74,-37.31,-32.21,-36.84,-38.56,4.3,-18.8,-33.4,6.78,0,68.7,0.05,-9.21,97.3,76.1,27.85808147,47.4,1.15,-41.01,45.58,1.1, May 01 BMO
CXO, Concho Resources Inc., 9.77B,42, Basic Materials, Oil & Gas Drilling &amp; Exploration, B+, D+, C-, F,20.72,0,2.13,0.52,3.64,-15.4,-21.5,84.4,-3.9,-2.8,-126.9,5.58,6.06,16.8,-131.9,-32.04,-46.31,-26.02,-46.69,-57.12,9.9,-24.1,-36.5,1.7,0.24,97.5,0.9,0,80.5,46.6,72.74678112,46.6,3.95,-61.64,44.19,0.9, Feb 18 AMC
D, Dominion Energy Inc., 59.05B,60, Utilities, Electric Utilities, C+, B-, B-, D,15.34,9.05,3.56,1.98,0,8.1,15.2,99.5,4.9,1.3,-56.5,5.46,4.88,33.1,16.4,-20.18,-13.3,-11.14,-14.2,-7.67,-5.8,-14.1,-13.1,5.29,2.96,70.7,0.2,-0.77,85.3,71,20.14084507,44.2,1.43,-23.52,20.28,0.6, Feb 11 BMO
DAL, Delta Air Lines Inc., 15.57B,72, Services, Major Airlines, A, B+, A-, F,3.68,0.75,0.33,0.95,2.66,10.1,14.1,55,33.3,7.6,28.7,1327.08,4.15,6.5,14.6,-53.24,-61.59,-58.27,-61.22,-60.21,-28.4,-50.7,-58.9,0,-2.32,88.9,0.3,84.05,53,22.6,134.5132743,29.6,4.81,-64.56,17.7,0.4, Apr 08 BMO
DE, Deere & Company, 45.00B,68, Industrial Goods, Farm & Construction Machinery, A-, B-, B, D,13.05,1.87,1.16,3.66,18.03,8.4,13.8,27.7,27.5,4.5,5.9,19.75,7.45,-4.5,5.5,-14.53,-21.19,-14.62,-19.55,-14.69,1.7,-11.1,-16.8,2.1,-1,80.4,0.3,-14.34,179.8,139.3,29.07394113,47.5,1.31,-25.42,27.88,0, Feb 21 BMO
DFS, Discover Financial Services, 10.31B,70, Financial, Credit Services, A+, B+, B+, F,3.28,0.34,0.86,0.85,1.92,24.2,52,0,26.4,2.6,16.6,7.81,10.15,4.5,11.8,-53.53,-63.67,-59.65,-63.46,-58.11,-28.1,-52.5,-62.8,5.68,1.42,91.4,0.5,0.59,75.6,30.9,144.6601942,31.5,1.84,-69.34,22.62,0, Apr 23 AMC
DG, Dollar General Corporation, 40.46B,80, Services, Discount Variety Stores, B, B-, B+, B,19.33,2.28,1.46,6.04,35.95,6.2,8.3,30.6,25.7,7.7,12,11.02,10.55,7.6,17,-0.29,2.02,1.32,2.38,35.14,9.1,5,6.6,0.9,-0.79,95.9,0.2,0,137,159.7,-14.21415153,59.9,1.69,-3.23,39.5,1.1, Mar 12 BMO
DGX, Quest Diagnostics Incorporated, 11.07B,65, Healthcare, Medical Laboratories & Research, B+, B, B+, F,11.16,2.63,1.43,1.8,19.87,11.1,15.9,35.3,15.5,7,18.7,5.57,4.8,4.7,102.8,-32.93,-26.75,-26.48,-27.47,-14.49,-16.1,-28,-29,2.8,0.42,93,0.4,-43.46,108.2,77.4,39.79328165,31.5,4.2,-38.3,-0.07,1.3, Apr 30 BMO
DHI, D.R. Horton Inc., 12.72B,65, Industrial Goods, Residential Construction, A, B-, B+, F,6.02,0.6,0.7,1.17,15.66,9.7,12.6,22.6,18,11.3,4.8,5.21,11.5,14.3,52.9,-44.33,-37.99,-36.58,-38.2,-22.18,-13.5,-36.3,-36.3,2.1,-0.72,87.2,6.7,-0.31,59.2,32.6,81.59509202,33.5,2.07,-48.59,26.03,0, Apr 28 BMO
DHR, Danaher Corporation, 95.13B,71, Industrial Goods, Diversified Machinery, B-, B, B+, C,22.14,3.7,5.31,3.41,34.11,16.4,18.2,55.7,9.8,5.1,-2.2,13.81,11.28,12.6,36.2,-12.53,-12.04,-0.5,-11.11,4.17,0.8,-9.4,-6.7,0.5,-1.72,82.6,1.2,-4.61,170.1,136.4,24.70674487,46.8,0.89,-20.11,13.01,5.2, Apr 30 BMO
