Symbol, Company Name, Market Cap, Overall Rating, Sector, Industry, Valuation Grade, Profitability Grade, Growth Grade, Performance Grade, Forward PE, PEG, Price/Sales, Price/Book, Price/FCF, Net Margin, Operating Margin, Gross Margin, ROE, ROA, EPS This Y, EPS Next Y, EPS Next 5 Years, Sales Q/Q, EPS Q/Q, Perf Month, Perf Quarter, Perf Half Y, Perf YTD, Perf Year, SMA20, SMA50, SMA200, Dividend Yield, Inst Trans, Inst Own, Insider Own, Insider Trans, Target Price, Prev Close, Price Projection, RSI, Short Float, 52W High, 52W Low, Current Ratio, Earnings Date
AZO, AutoZone Inc., 24.88B, 83, ConsumerCyclical, Specialty Retail, C+, B+, B, A, 15.64, 1.83, 2.06, 0, 16.9, 13.4, 18.5, 53.7, -95.5, 14.3, 50.9, 10.76, 8.8, 2.6, 11.1, 13.18, -1.03, -9.55, -11.39, 7.89, 3.2, 10.5, -2.4, 0, -0.91, 96.7, 0.3, -42.54, 1094.8, 1044.1, 4.855856718705109, 58.9, 2.27, -17.17, 54.12, 0.9, May 26 BMO
BA, The Boeing Company, 69.33B, 49, Industrials, Aerospace & Defense, C-, C, C, D+, 15.94, 0, 0.88, 0, 0, -4.3, -7.2, 10.9, 49.3, -2.5, -106.3, 426.6, 12.33, -26.2, -129.6, -16.07, -64.26, -66.24, -62.39, -64.55, -7.8, -17.4, -58.7, 0, -1.85, 66.8, 0.1, 0, 156.7, 121.5, 28.971193415637853, 44.8, 2.59, -68.66, 37.66, 1.2, Apr 29 BMO
BAC, Bank of America Corporation, 191.39B, 73, Financial, Banks - Diversified, B+, B, B-, C, 9.81, 1.73, 2.77, 0.79, 3.18, 32.8, 64.9, 0, 9.3, 0.9, 5.6, 52.24, 5.12, -11.4, -43.1, -2.16, -37.81, -34.39, -38.36, -23.26, -4.2, -3.1, -25.7, 3.3, -0.59, 73.4, 0.1, 0, 27.1, 20.8, 30.28846153846154, 45.9, 1.25, -39.22, 20.95, 0, Apr 15 BMO
BAX, Baxter International Inc., 44.41B, 79, Healthcare, Medical Instruments & Supplies, B, B+, B-, B, 22.76, 5.88, 3.85, 5.72, 39.44, 8.6, 9.0, 42.4, 12.8, 5.5, -36.9, 15.9, 9.67, 6.2, -1.8, 0.03, -6.1, 8.51, 3.95, 14.46, -3.1, 2.7, 1.7, 1.1, 0.78, 87.6, 0.2, -4.58, 97.0, 85.5, 13.450292397660817, 48.5, 1.28, -8.69, 25.79, 2.7, Apr 30 BMO
BBY, Best Buy Co. Inc., 19.28B, 84, ConsumerCyclical, Specialty Retail, B, B, B-, A, 13.16, 1.69, 0.44, 5.8, 14.88, 3.5, 4.6, 23.0, 46.5, 9.9, 8.8, 31.59, 7.9, 2.7, 4.8, 19.19, -14.61, 2.66, -12.08, 13.75, 4.8, 15.9, 3.7, 2.8, 0.49, 81.7, 0.5, -67.47, 80.2, 75.0, 6.933333333333337, 58.8, 3.26, -16.09, 60.46, 1.1, Feb 27 BMO
BDX, Becton Dickinson and Company, 70.64B, 80, Healthcare, Medical Instruments & Supplies, B, B+, B, B, 20.52, 11.37, 4.06, 3.36, 37.65, 5.3, 9.2, 46.5, 4.4, 1.8, 24.4, 18.62, 7.33, 1.4, 390.4, 2.44, 1.71, 6.74, -4.88, 14.77, -0.6, 6.4, 1.8, 1.2, 1.22, 89.3, 0.2, -24.95, 267.0, 261.9, 1.9473081328751518, 51.3, 2.31, -9.77, 30.82, 1.0, May 07 BMO
BEN, Franklin Resources Inc., 8.44B, 61, Financial, Asset Management, C+, B, C-, C, 9.83, 0, 1.49, 0.89, 0, 17.1, 26.7, 0, 9.8, 6.6, -26.3, 0.16, -8.94, -6.7, -78.2, 17.77, -25.53, -35.54, -30.6, -45.92, 3.6, 2.0, -26.8, 5.99, 2.57, 52.3, 20.8, -0.42, 17.3, 17.3, 0.0, 50.4, 11.03, -49.59, 20.93, 0, Apr 30 BMO
BF-B, Brown-Forman Corporation, 29.92B, 67, ConsumerDefensive, Beverages - Wineries & Distilleries, F, A+, C+, B+, 38.03, 10.97, 8.81, 15.61, 102.47, 25.3, 33.3, 63.4, 47.3, 15.9, -5.4, -1.32, 3.45, -0.6, 17.1, 7.83, -7.93, 1.94, -3.02, 27.15, 3.9, 11.1, 3.9, 1.0, -0.11, 51.9, 0.5, 0, 55.4, 65.9, -15.933232169954486, 58.0, 2.89, -10.01, 46.73, 4.5, Mar 04 BMO
BIIB, Biogen Inc., 52.45B, 85, Healthcare, Drug Manufacturers - General, B, A, B-, B, 9.69, 10.87, 3.64, 4.35, 7.92, 40.8, 51.0, 87.5, 44.5, 22.0, 44.8, -1.27, 0.9, 1.3, 13.0, -3.4, -5.51, 8.38, 6.43, 36.96, 1.2, 3.0, 12.4, 0, -0.77, 93.4, 0.1, -2.06, 318.0, 314.9, 0.9844395046046437, 52.4, 2.31, -15.78, 46.37, 1.7, Apr 22 BMO
BK, The Bank of New York Mellon Corporation, 29.01B, 65, Financial, Asset Management, B-, B, C+, C-, 8.68, 2.82, 4.03, 0.77, 0, 59.6, 42.0, 0, 11.4, 1.1, 14.6, 2.05, 2.48, -18.2, 12.4, -6.32, -29.52, -33.66, -35.55, -30.25, -9.0, -5.7, -25.2, 3.8, 0.87, 87.0, 0.2, -33.9, 42.8, 32.4, 32.098765432098766, 40.1, 0.83, -37.13, 22.88, 0, Apr 16 BMO
BKNG, Booking Holdings Inc., 57.29B, 76, ConsumerCyclical, Travel Services, C, A, B-, B, 16.52, 2.45, 3.8, 14.83, 14.33, 22.6, 29.1, 0, 64.7, 16.5, 35.4, 149.95, 5.04, -19.4, -202.5, -2.96, -29.46, -26.3, -32.68, -22.74, -2.0, -0.3, -23.6, 0, 1.18, 97.1, 0.3, 0, 1668.0, 1366.0, 22.10834553440703, 47.7, 3.62, -33.98, 24.86, 2.2, May 07 AMC
BKR, Baker Hughes Company, 13.50B, 61, Energy, Oil & Gas Equipment &amp; Services, C, D, B, B+, 38.25, 0, 0.57, 0.51, 12.77, -42.8, -64.1, 17.9, -33.4, -20.6, 12.0, 79.41, 28.16, -3.4, 0, 8.44, -36.59, -36.62, -45.38, -38.43, 2.2, 9.8, -30.4, 5.14, -0.32, 95.6, 0.1, 1.62, 16.9, 13.6, 24.26470588235293, 53.9, 2.18, -46.13, 53.51, 1.4, Apr 22 BMO
BLK, BlackRock Inc., 77.05B, 73, Financial, Asset Management, D+, B+, B-, A-, 17.07, 7.71, 5.17, 2.3, 0, 27.5, 35.3, 81.6, 12.7, 2.5, 6.9, 11.15, 2.4, 15.8, 43.6, 12.44, -12.37, 2.34, -0.9, 12.12, 2.9, 11.3, 6.0, 2.9, 0.14, 84.9, 1.2, -10.31, 515.0, 485.8, 6.010703993412925, 57.1, 1.2, -13.63, 53.77, 0, Apr 16 BMO
BLL, Ball Corporation, 20.63B, 74, ConsumerCyclical, Packaging & Containers, C, B, B-, A-, 19.76, 4.01, 1.8, 6.86, 51.06, 4.9, 8.1, 20.1, 16.7, 3.3, 15.2, 16.87, 11.12, -3.0, -19.4, -8.28, -19.61, -3.62, -4.07, -0.75, -5.7, -5.4, -11.4, 0.9, 0.09, 84.8, 0.5, -5.22, 80.2, 61.1, 31.260229132569563, 40.4, 1.67, -25.09, 21.03, 0.9, Apr 29 BMO
BMY, Bristol-Myers Squibb Company, 144.25B, 83, Healthcare, Drug Manufacturers - General, B+, B+, B-, B+, 8.64, 6.6, 4.65, 2.89, 21.45, 3.1, 19.3, 69.2, 2.8, 1.0, -33.9, 20.0, 11.95, 82.1, -132.9, 7.25, -3.5, 9.21, -0.65, 36.76, 3.8, 10.7, 12.1, 2.8, -0.13, 79.3, 0.1, -4.31, 70.5, 63.2, 11.5506329113924, 67.6, 1.46, -6.69, 50.12, 1.7, May 07 BMO
BR, Broadridge Financial Solutions Inc., 13.17B, 78, Technology, Information Technology Services, B-, B+, C+, B+, 20.92, 3.21, 3.03, 11.71, 38.08, 10.6, 14.4, 27.2, 39.6, 11.5, 10.4, 9.43, 10.0, 1.6, -78.5, 7.79, -6.13, -2.84, -7.02, -4.79, 1.3, 10.3, -3.2, 1.8, -0.22, 88.1, 0.6, -22.43, 128.5, 114.1, 12.620508326029803, 54.7, 1.34, -16.15, 40.26, 0.9, May 08 BMO
BRK-B, Berkshire Hathaway Inc., 415.36B, 55, Financial, Insurance - Diversified, C-, C-, B-, C+, 15.4, 0.0, 1.62, 0, 0, 0, 0, 0, 0, 0, 6.3, 6.7, 23.3, 1.0, 0, -9.35, -24.52, -22.62, -24.53, -15.79, -6.0, -7.3, -17.7, 0, 0, 0, 0, 0, 230.0, 170.5, 34.89736070381232, 36.6, 1.47, -26.2, 7.17, 0, Mar 02 BMO
BSX, Boston Scientific Corporation, 49.61B, 84, Healthcare, Medical Devices, B+, A-, B, B-, 20.89, 1.64, 4.6, 3.59, 54.51, 39.7, 10.4, 69.8, 36.6, 15.3, 191.1, 75.52, 7.16, 2.0, -97.4, 2.04, -15.84, -13.88, -21.49, -4.24, -3.1, 4.4, -11.5, 0, 0.91, 95.8, 0.3, -8.01, 43.5, 35.7, 21.84873949579831, 50.0, 0.86, -23.85, 47.3, 1.2, Apr 29 BMO
BWA, BorgWarner Inc., 5.72B, 81, ConsumerCyclical, Auto Parts, B+, B+, C+, B, 7.98, 2.76, 0.58, 1.21, 9.38, 7.2, 12.4, 20.5, 15.6, 7.2, -15.3, 60.97, 2.91, -11.2, -28.8, 5.06, -20.72, -39.17, -35.89, -24.82, 1.3, 7.9, -20.9, 2.4, 0.4, 96.7, 0.5, 0, 34.1, 26.3, 29.657794676806088, 53.9, 7.65, -40.32, 63.59, 1.8, May 06 BMO
BXP, Boston Properties Inc., 11.77B, 73, RealEstate, REIT - Office, B, B, C+, C+, 33.1, 1.87, 3.94, 2.16, 34.24, 17.4, 31.4, 63.2, 9.4, 2.5, -10.8, -50.57, 7.0, 7.4, -5.4, -23.05, -47.31, -43.44, -44.36, -42.71, -14.2, -20.6, -38.7, 5.11, 0.28, 99.1, 0.1, -61.25, 122.2, 74.8, 63.36898395721926, 34.3, 1.5, -48.12, 3.13, 0, Apr 28 AMC
C, Citigroup Inc., 88.24B, 53, Financial, Banks - Diversified, B-, C-, C+, D+, 6.83, 0, 1.18, 0.51, 0, 0, 0, 0, 0, 0, 20.9, 105.95, -10.2, -10.2, -43.6, -1.87, -46.76, -43.97, -47.35, -35.16, -5.2, -6.3, -35.9, 4.8, -0.02, 82.4, 0.1, 0, 61.1, 40.6, 50.49261083743842, 46.7, 1.22, -49.39, 31.44, 0, Apr 15 BMO
CAG, Conagra Brands Inc., 16.49B, 82, ConsumerDefensive, Packaged Foods, B, B, B-, A-, 14.9, 2.48, 1.59, 2.12, 34.34, 7.4, 13.8, 27.7, 10.1, 3.4, 10.9, 3.51, 8.68, -5.6, -15.8, 2.92, 3.84, 22.66, -1.2, 16.66, 0.1, 10.1, 12.9, 2.5, -0.47, 88.0, 2.3, -15.94, 33.5, 34.0, -1.4705882352941175, 57.4, 2.6, -4.95, 48.18, 0.9, Mar 31 BMO
CAH, Cardinal Health Inc., 13.81B, 69, Healthcare, Medical Distribution, B-, C, B-, B-, 8.52, 0, 0.09, 13.83, 12.58, -2.8, -2.8, 4.6, -116.5, -10.4, 308.4, 7.06, 4.72, 5.3, -19.8, -5.53, -20.37, -12.46, -6.48, 2.43, -4.6, -1.9, -5.3, 4.0, -0.04, 91.4, 0.3, 0, 54.4, 47.6, 14.28571428571428, 45.0, 1.51, -22.06, 21.12, 1.0, May 11 BMO
CARR, Carrier Global Corporation, 14.33B, 47, Industrials, Building Products & Equipment, C, C-, D, C+, 10.34, 0, 0.77, 0, 0, 0, 0, 0, 0, 0, 0, 21.2, 0, 0, 0, 23.88, 0, 0, 37.92, 0, 2.0, 8.4, 8.4, 0, 0, 3.66, 0, 0, 18.7, 16.4, 14.024390243902445, 0, 0, -11.73, 43.91, 0, May 08 BMO
CAT, Caterpillar Inc., 58.06B, 72, Industrials, Farm & Heavy Construction Machinery, C+, B+, C, B, 15.25, 0, 1.14, 4.09, 15.75, 10.4, 14.7, 31.8, 36.2, 6.8, 3.4, 43.27, -2.97, -21.0, -33.1, -4.79, -24.0, -27.44, -28.09, -16.58, -4.8, -3.7, -17.3, 3.8, 0.16, 70.0, 0.1, -0.11, 123.1, 104.4, 17.911877394636004, 45.5, 1.89, -29.47, 21.36, 1.4, Apr 28 BMO
CB, Chubb Limited, 44.67B, 60, Financial, Insurance - Property & Casualty, B-, C+, C+, D+, 9.0, 28.51, 1.31, 0.86, 8.31, 10.8, 13.2, 0, 6.8, 2.1, 15.1, 13.94, 0.43, -2.4, -75.4, -15.15, -40.03, -34.71, -36.5, -31.2, -6.2, -11.4, -31.4, 3.0, -0.64, 90.4, 0.6, -6.82, 134.7, 98.5, 36.751269035532985, 41.9, 0.8, -41.07, 13.17, 0, Apr 21 AMC
CBOE, Cboe Global Markets Inc., 10.90B, 56, Financial, Financial Data & Stock Exchanges, D, C-, B, B-, 19.33, 7.17, 3.87, 3.54, 0, 0, 0, 0, 0, 0, 11.0, -2.1, 3.04, 52.9, 65.0, 1.27, -20.06, -14.27, -17.22, -4.37, 0.6, 3.6, -11.8, 1.4, 0, 85.96, 0.52, -7.06, 106.7, 98.0, 8.877551020408166, 54.4, 2.34, -22.35, 37.95, 0, May 01 BMO
CBRE, CBRE Group Inc., 12.01B, 78, RealEstate, Real Estate Services, A-, C+, B, B-, 10.04, 0.84, 0.49, 1.96, 10.25, 5.2, 5.4, 21.5, 22.2, 8.4, 20.0, 22.52, 11.0, 14.7, 5.5, -16.41, -44.09, -34.88, -41.51, -24.92, -11.7, -13.7, -31.7, 0, -0.31, 96.6, 0.8, -2.67, 54.4, 34.8, 56.32183908045978, 41.7, 2.21, -44.63, 22.91, 1.2, May 07 BMO
CCI, Crown Castle International Corp. (REIT), 63.25B, 74, RealEstate, REIT - Specialty, D+, B, B+, A, 54.73, 4.1, 10.95, 6.25, 0, 12.8, 26.9, 65.8, 7.0, 1.9, 45.7, 27.08, 21.0, 0.9, -5.1, -6.41, -7.25, 16.36, 6.96, 19.49, -4.4, 0.2, 5.1, 3.1, 0.04, 93.4, 0.5, -1.02, 167.4, 153.1, 9.340300457217513, 45.3, 1.73, -9.9, 33.16, 0.5, Apr 29 AMC
CCL, Carnival Corporation & Plc, 8.56B, 64, ConsumerCyclical, Travel Services, C+, B+, C+, D+, 11.32, 0, 0.41, 0.35, 0, 8.9, 10.4, 41.3, 7.6, 4.2, -2.7, 878.9, -4.35, 2.5, -336.2, -0.89, -71.6, -72.41, -75.86, -77.19, -7.5, -14.6, -67.1, 0, 8.67, 76.2, 0.3, 148.18, 23.8, 12.2, 95.08196721311477, 46.2, 19.12, -77.38, 57.31, 0.3, Apr 07
CDNS, Cadence Design Systems Inc., 22.55B, 87, Technology, Software - Application, B-, A+, B-, A-, 30.46, 1.85, 9.48, 10.37, 33.14, 41.7, 21.1, 88.6, 55.4, 32.0, 187.8, 9.32, 12.5, 7.2, 2.5, 8.12, 3.28, 21.12, 18.01, 19.07, 2.5, 16.1, 17.8, 0, 1.26, 97.2, 0.9, -25.6, 83.6, 81.0, 3.20987654320987, 60.7, 1.88, -2.06, 59.27, 1.4, Apr 20 AMC
CDW, CDW Corporation, 14.23B, 74, Technology, Information Technology Services, B, B, B-, C+, 15.92, 2.14, 0.77, 16.0, 25.35, 4.1, 6.2, 16.9, 80.8, 9.4, 19.4, 12.46, 9.1, 10.9, 13.1, -3.84, -27.37, -25.5, -30.2, -4.24, -5.6, -0.6, -17.6, 1.5, -1.2, 95.1, 1.0, -5.92, 115.3, 98.0, 17.653061224489793, 46.1, 1.62, -31.75, 35.85, 1.3, May 06 BMO
CE, Celanese Corporation, 9.08B, 73, BasicMaterials, Chemicals, B-, A-, C+, C+, 8.46, 2.72, 1.5, 3.71, 13.12, 12.1, 11.7, 24.7, 27.7, 7.7, -22.6, 29.82, 4.6, -13.5, -28.4, 1.26, -31.1, -40.03, -38.17, -24.77, -3.2, -0.7, -28.8, 3.2, -0.86, 99.05, 0.9, 0, 92.1, 73.8, 24.79674796747967, 47.8, 2.13, -40.93, 44.46, 1.5, Apr 27 AMC
CERN, Cerner Corporation, 19.45B, 82, Healthcare, Health Information Services, B+, B+, B-, B-, 19.77, 2.74, 3.4, 5.26, 25.42, 8.9, 10.2, 81.2, 11.8, 7.3, -12.7, 16.87, 14.9, 1.6, -7.3, -3.84, -14.25, -2.12, -10.63, -4.43, -5.0, -0.8, -5.7, 1.1, 0.52, 86.1, 3.63, -4.77, 76.6, 64.9, 18.0277349768875, 44.9, 4.21, -18.92, 23.57, 1.9, Apr 28 AMC
CF, CF Industries Holdings Inc., 5.32B, 70, BasicMaterials, Agricultural Inputs, B-, B+, C+, C, 12.91, 0, 1.17, 1.95, 6.36, 10.3, 21.1, 25.4, 16.1, 3.7, 70.0, 20.61, -7.66, -3.0, -21.7, -12.41, -37.39, -48.59, -48.41, -41.25, -9.9, -10.9, -40.6, 4.8, 1.35, 97.4, 0.4, -1.48, 36.9, 24.5, 50.61224489795918, 41.9, 2.57, -55.34, 24.84, 1.2, May 06 AMC
CFG, Citizens Financial Group Inc., 8.62B, 67, Financial, Banks - Regional, B+, B, B-, D+, 7.21, 1.21, 1.41, 0.42, 0, 21.4, 68.4, 0, 6.3, 0.8, 10.0, 185.89, 5.72, -5.9, -97.0, 8.45, -48.27, -47.51, -50.38, -41.1, -3.0, -2.4, -38.3, 7.74, -0.31, 100.0, 0.5, 1.99, 27.3, 19.3, 41.45077720207254, 48.2, 1.99, -51.2, 42.71, 0, Apr 17 BMO
CHD, Church & Dwight Co. Inc., 17.88B, 79, ConsumerDefensive, Household & Personal Products, C, A-, B-, B+, 25.19, 3.46, 3.99, 6.35, 27.21, 15.0, 20.4, 45.7, 25.2, 9.8, 7.7, 6.68, 7.9, 11.5, 31.9, 1.11, -3.86, 8.58, 3.5, -1.1, 1.3, 5.4, 0.9, 1.3, -0.61, 86.4, 0.1, -63.84, 74.6, 73.4, 1.6348773841961695, 54.6, 3.2, -10.11, 51.73, 1.0, Apr 30 BMO
CHRW, C.H. Robinson Worldwide Inc., 9.47B, 75, Industrials, Integrated Freight & Logistics, C+, B, C+, A-, 19.66, 2.01, 0.62, 6.16, 29.27, 3.2, 4.4, 16.1, 29.9, 10.5, -11.9, 28.13, 10.0, 1.4, -50.6, 1.78, 0.07, -4.4, -7.7, -11.83, 0, 5.0, -6.2, 2.8, 0.52, 98.8, 0.7, -19.51, 72.9, 71.7, 1.6736401673640207, 53.4, 9.54, -20.88, 26.77, 1.4, Apr 28 AMC
CHTR, Charter Communications Inc., 102.49B, 87, CommunicationServices, Entertainment, B, B, B+, A-, 27.4, 1.28, 2.21, 3.49, 19.37, 3.9, 14.8, 51.8, 5.6, 1.2, 42.7, 57.26, 47.2, 4.7, 67.4, 0.23, -6.97, 4.93, 2.55, 31.88, -1.1, 6.3, 7.9, 0, 0.17, 65.6, 11.1, -0.75, 537.9, 498.3, 7.947019867549662, 55.5, 5.27, -8.98, 43.91, 0.4, May 01 BMO
CI, Cigna Corporation, 68.33B, 84, Healthcare, Healthcare Plans, A, B+, B-, B, 9.03, 1.13, 0.44, 1.52, 9.68, 3.2, 5.1, 0, 11.0, 3.2, 27.7, 10.69, 12.59, 1.1, -11.5, 1.02, -16.87, -2.39, -9.8, 18.8, -1.9, 3.5, 1.5, 0, 0.06, 92.3, 0.2, -18.36, 239.2, 181.0, 32.154696132596676, 51.2, 1.2, -17.89, 55.66, 0, Apr 30 BMO
CINF, Cincinnati Financial Corporation, 8.01B, 46, Financial, Insurance - Property & Casualty, B-, C, C-, F, 13.79, 0, 1.41, 1.02, 10.12, 1.3, 0, 0, 0.8, 0.3, 593.3, 5.78, -5.99, 0, -279.0, -39.14, -56.05, -53.5, -51.99, -47.65, -25.5, -34.1, -50.0, 4.7, -1.21, 64.9, 1.8, 0.36, 75.2, 48.5, 55.05154639175258, 28.5, 1.17, -57.29, 4.67, 0, Apr 27 AMC
CL, Colgate-Palmolive Company, 57.46B, 73, ConsumerDefensive, Household & Personal Products, C, B+, C+, B, 21.97, 5.38, 3.61, 0, 43.24, 15.9, 22.8, 59.7, 0, 17.3, -3.2, 6.53, 4.25, 5.5, 28.4, -7.69, -12.19, 0.63, -2.59, -6.0, -4.5, -2.4, -4.3, 2.6, -0.39, 81.0, 0.2, -21.52, 73.9, 68.3, 8.19912152269401, 38.5, 1.15, -13.37, 14.65, 1.0, May 01 BMO
CLX, The Clorox Company, 25.91B, 78, ConsumerDefensive, Household & Personal Products, D+, A, B-, A, 29.07, 5.75, 4.07, 37.29, 58.23, 13.7, 17.0, 45.1, 147.5, 15.9, 12.0, 3.22, 5.26, 15.0, 31.9, 5.4, 25.15, 41.86, 34.3, 39.03, 5.4, 11.5, 26.9, 2.0, -1.21, 81.8, 0.2, -58.85, 174.4, 206.7, -15.626511852926939, 63.2, 8.29, -3.76, 43.08, 1.0, May 01 BMO
CMA, Comerica Incorporated, 4.45B, 66, Financial, Banks - Regional, B+, B+, B-, D-, 8.7, 1.66, 1.64, 0.6, 3.51, 29.2, 64.6, 0, 10.8, 1.1, 10.6, 232.54, 3.6, -14.2, -121.9, 12.23, -49.88, -55.81, -56.01, -56.73, -0.9, -3.6, -45.1, 8.62, 0.67, 87.3, 0.9, -0.83, 34.4, 29.2, 17.80821917808219, 48.3, 2.82, -58.05, 29.98, 0, Apr 21 BMO
CMCSA, Comcast Corporation, 163.14B, 83, CommunicationServices, Entertainment, B+, A-, B-, B, 12.16, 2.3, 1.5, 2.0, 15.24, 10.7, 19.1, 68.6, 14.6, 4.5, 11.8, 26.06, 6.15, -0.9, -39.9, -3.77, -22.38, -20.94, -20.48, -15.84, -2.5, -2.3, -16.0, 2.5, -0.08, 85.1, 0.1, -24.1, 45.0, 34.9, 28.93982808022923, 45.6, 1.84, -25.09, 12.79, 0.9, Apr 30 BMO
CME, CME Group Inc., 64.54B, 65, Financial, Financial Data & Stock Exchanges, F, B+, B, B, 24.21, 5.28, 12.39, 2.43, 124.12, 45.8, 56.0, 0, 9.0, 2.6, 3.5, -2.15, 5.13, 29.0, 54.0, -2.41, -13.34, -9.29, -10.06, 0.52, 0, 0.9, -9.5, 1.8, 0.64, 88.2, 0.2, -7.25, 196.1, 177.9, 10.23046655424395, 51.7, 1.48, -19.9, 36.97, 1.0, Apr 29 BMO
CMG, Chipotle Mexican Grill Inc., 25.91B, 72, ConsumerCyclical, Restaurants, F, B, B+, A, 50.67, 4.2, 4.55, 15.5, 69.31, 5.9, 7.1, 26.2, 20.8, 6.8, 103.4, 117.64, 18.59, 7.8, -14.0, 21.05, 2.11, 23.1, 11.36, 32.06, 7.0, 25.6, 15.9, 0, -0.48, 92.3, 0.7, -77.15, 867.6, 902.5, -3.8670360110803297, 69.3, 7.08, -3.5, 124.62, 1.6, Apr 21 AMC
CMI, Cummins Inc., 23.22B, 75, Industrials, Specialty Industrial Machinery, C+, B+, C, A-, 15.01, 0, 1.03, 3.28, 13.62, 9.3, 11.2, 25.4, 27.5, 10.5, 9.5, 44.86, -7.37, -16.5, -18.8, 6.91, -6.38, -15.53, -13.1, -3.66, 1.6, 8.7, -3.5, 3.3, -1.04, 85.6, 0.2, -5.22, 169.9, 147.6, 15.108401084010847, 53.5, 2.52, -16.72, 53.93, 1.4, Apr 28 BMO
CMS, CMS Energy Corporation, 15.40B, 75, Utilities, Utilities - Regulated Electric, C, B, B+, B, 19.12, 3.11, 2.32, 3.07, 0, 9.3, 17.7, 76.8, 12.6, 2.4, 3.0, 8.02, 7.29, -1.9, 77.8, -10.43, -19.95, -8.76, -13.48, -2.65, -5.6, -7.5, -12.4, 3.0, -0.67, 95.8, 0.5, -3.12, 64.2, 54.6, 17.582417582417584, 38.7, 1.18, -21.4, 18.12, 0.9, Apr 27 BMO
CNC, Centene Corporation, 37.40B, 80, Healthcare, Healthcare Plans, B+, B, B, B, 11.37, 2.44, 0.45, 1.52, 0, 1.0, 1.6, 17.1, 5.6, 1.9, 39.1, 23.1, 13.61, 41.1, -93.3, -4.61, -0.08, 19.28, 4.72, 20.96, -2.5, 6.5, 16.8, 0, 4.86, 81.2, 2.1, -3.12, 85.1, 64.6, 31.73374613003096, 50.5, 1.85, -11.86, 58.18, 1.1, Apr 28 BMO
CNP, CenterPoint Energy Inc., 8.67B, 48, Utilities, Utilities - Regulated Gas, C+, D+, C, D+, 12.52, 0, 0.79, 1.66, 0, -6.3, 11.0, 0, -11.1, -2.0, 81.3, -1.22, -4.87, -2.8, 0, 8.88, -36.42, -38.15, -36.63, -41.26, 2.6, 5.9, -29.7, 3.4, 0.81, 88.7, 0.3, -0.06, 19.5, 16.9, 15.384615384615394, 53.6, 4.65, -43.73, 49.22, 1.0, May 07 BMO
COF, Capital One Financial Corporation, 27.07B, 71, Financial, Credit Services, A-, C+, B-, C-, 7.2, 1.46, 0.95, 0.52, 1.74, 8.5, 47.7, 0, 4.6, 0.6, -6.9, 826.5, 8.0, 0.2, -208.7, 12.47, -42.44, -39.14, -42.51, -33.81, 1.6, 1.8, -31.2, 2.7, -0.48, 91.4, 1.0, -5.64, 76.3, 53.9, 41.55844155844156, 51.5, 1.48, -45.01, 55.68, 0, Apr 23 AMC
COG, Cabot Oil & Gas Corporation, 7.43B, 81, Energy, Oil & Gas E&amp;P, D+, A, B+, A-, 12.52, 0.64, 4.1, 3.43, 44.14, 26.1, 38.1, 63.7, 21.3, 10.5, 33.8, 142.28, 25.65, -39.8, -78.2, -6.7, 23.76, 4.78, 7.12, -29.25, -8.1, 1.1, 7.9, 2.1, 0.55, 0, 1.8, -2.71, 21.3, 18.7, 13.903743315508029, 42.2, 3.26, -31.97, 42.8, 1.4, Apr 30 AMC
COO, The Cooper Companies Inc., 15.78B, 83, Healthcare, Medical Instruments & Supplies, B+, A-, B-, B, 21.21, 3.29, 5.91, 3.9, 34.48, 17.0, 20.5, 66.1, 12.5, 7.2, 29.2, 14.78, 10.0, 2.9, -12.0, -0.72, -15.99, 0.68, -7.7, 1.99, 0.4, 1.9, -4.7, 0, 0.09, 92.6, 0.3, -7.66, 339.7, 296.4, 14.608636977058035, 52.1, 1.4, -18.91, 25.29, 1.1, Jun 04 AMC
COP, ConocoPhillips, 43.31B, 72, Energy, Oil & Gas E&amp;P, D+, B+, B-, B+, 103.71, 0, 1.47, 1.38, 21.03, 12.3, 20.1, 45.8, 10.8, 5.2, 20.4, 134.4, -1.32, -33.1, -200.3, 24.01, -32.11, -31.43, -38.6, -35.64, 3.5, 14.5, -23.6, 4.2, 0.43, 76.4, 0.04, -14.4, 48.1, 39.8, 20.854271356783933, 57.1, 1.51, -40.52, 91.6, 2.2, Apr 30 BMO
COST, Costco Wholesale Corporation, 132.49B, 70, ConsumerDefensive, Discount Stores, C-, B-, B-, B+, 32.1, 5.47, 0.84, 7.97, 43.18, 2.4, 3.1, 13.0, 24.3, 8.0, 11.9, 8.34, 6.48, 10.4, 12.5, -3.39, -5.8, -0.25, 1.98, 22.51, -2.5, -0.7, 0.7, 0.9, 0.13, 71.7, 0.23, -2.15, 323.9, 302.1, 7.216153591525969, 43.9, 1.08, -7.85, 28.62, 1.0, May 28 AMC
COTY, Coty Inc., 2.42B, 48, ConsumerDefensive, Household & Personal Products, B+, D, B, F, 6.34, 0, 0.29, 0.57, 9.2, -33.1, -29.6, 62.6, -52.9, -15.2, -41.5, 40.96, 7.6, -6.6, 97.8, -41.87, -70.88, -72.93, -70.13, -74.72, -36.7, -41.4, -64.8, 14.88, 4.38, 40.0, 0.2, -0.51, 6.8, 3.6, 88.88888888888889, 30.3, 7.23, -76.23, 11.26, 0.9, May 11 BMO
