Symbol, Company Name, Market Cap, Overall Rating, Sector, Industry, Valuation Grade, Profitability Grade, Growth Grade, Performance Grade, Forward PE, PEG, Price/Sales, Price/Book, Price/FCF, Net Margin, Operating Margin, Gross Margin, ROE, ROA, EPS This Y, EPS Next Y, EPS Next 5 Years, Sales Q/Q, EPS Q/Q, Perf Month, Perf Quarter, Perf Half Y, Perf YTD, Perf Year, SMA20, SMA50, SMA200, Dividend Yield, Inst Trans, Inst Own, Insider Own, Insider Trans, Target Price, Prev Close, Price Projection, RSI, Short Float, 52W High, 52W Low, Current Ratio, Earnings Date
BA, The Boeing Company, 77.52B, 37, Industrial Goods, Aerospace/Defense Products & Services, C+, C, C-, F, 9.05, 0, 0.91, 0, 0, -0.8, -2.3, 15.0, 14.3, -0.5, -106.3, 631.58, 43.42, -27.5, -130.0, -56.46, -63.02, -66.44, -62.16, -67.96, -23.2, -51.8, -62.6, 0, -1.13, 68.5, 0.1, 0, 194.3, 130.7, 48.66105585309872, 34.4, 1.69, -69.08, 38.51, 1.1, Apr 29 BMO
BAC, Bank of America Corporation, 188.77B, 64, Financial, Money Center Banks, A, B+, C+, F, 6.92, 1.19, 2.65, 0.77, 3.38, 36.5, 63.6, 0, 10.6, 1.1, 5.6, 8.35, 6.28, -5.1, 5.6, -27.54, -42.28, -26.11, -41.6, -28.68, -5.8, -27.8, -31.9, 3.5, -0.77, 73.6, 0.1, -0.5, 33.3, 19.7, 69.03553299492386, 40.8, 1.12, -42.41, 14.6, 0, Apr 15 BMO
BAX, Baxter International Inc., 41.90B, 55, Healthcare, Medical Instruments & Supplies, C+, B-, C-, D, 20.65, 5.12, 3.69, 5.28, 42.54, 8.8, 9.0, 42.2, 13.0, 5.8, -36.9, 13.41, 10.42, 7.3, -168.8, -9.71, -4.25, -2.39, -1.67, 1.67, 4.0, -4.1, -2.8, 1.0, -0.2, 87.5, 0.2, 0.34, 91.7, 78.6, 16.66666666666668, 51.3, 1.26, -13.45, 18.99, 2.3, Mar 17 BMO
BBY, Best Buy Co. Inc., 13.65B, 61, Services, Electronics Stores, A, B-, B-, F, 8.15, 1.15, 0.31, 3.97, 10.54, 3.5, 4.6, 23.0, 46.5, 9.9, 8.8, 8.89, 7.95, 2.7, 4.8, -34.39, -39.57, -18.86, -39.91, -27.27, -13.1, -30.7, -29.3, 4.1, 0.06, 81.7, 0.5, -66.65, 83.1, 53.9, 54.174397031539876, 35.5, 3.14, -42.65, 9.68, 1.1, Feb 27 BMO
BDX, Becton Dickinson and Company, 64.07B, 57, Healthcare, Medical Instruments & Supplies, B, C+, C+, F, 17.57, 12.33, 3.69, 2.98, 28.99, 4.4, 7.9, 47.8, 3.6, 1.5, 24.4, 11.35, 7.9, 1.6, -60.9, -5.6, -14.41, -5.89, -14.23, -6.46, 3.4, -5.5, -7.9, 1.3, 0.41, 88.4, 0.2, -24.77, 273.8, 225.4, 21.472937000887313, 50.0, 1.82, -18.64, 17.97, 1.0, May 07 BMO
BEN, Franklin Resources Inc., 8.38B, 51, Financial, Asset Management, B-, B, C, F, 7.43, 0, 1.45, 0.79, 0, 21.8, 26.6, 0, 12.6, 8.6, -26.3, -6.0, -3.78, 0.1, 30.6, -31.43, -37.29, -40.65, -38.18, -53.0, -12.1, -27.5, -40.9, 6.72, -1.12, 51.0, 40.4, -0.19, 21.0, 15.8, 32.91139240506328, 37.2, 11.56, -55.16, 5.04, 0, Apr 30 BMO
BF-B, Brown-Forman Corporation, 25.94B, 52, Consumer Goods, Beverages - Wineries & Distillers, D, A, C+, F, 30.47, 9.14, 7.63, 13.01, 88.85, 25.3, 33.3, 63.4, 47.3, 15.9, -5.4, 1.64, 3.45, -0.6, 17.1, -15.37, -18.52, -11.7, -19.17, 3.76, 0.1, -13.2, -12.1, 1.2, 0.88, 52.2, 0.3, 0, 57.1, 53.4, 6.928838951310867, 46.2, 3.33, -25.0, 22.29, 4.5, Mar 04 BMO
BIIB, Biogen Inc., 54.46B, 83, Healthcare, Biotechnology, B+, A+, B, C, 9.37, 3.06, 3.79, 4.06, 8.3, 41.0, 49.0, 86.4, 43.5, 21.9, 44.8, -0.17, 3.16, 4.1, 66.7, -7.3, 3.48, 37.61, 2.61, 31.58, 2.9, -0.5, 12.9, 0, -5.29, 90.4, 0.1, -1.91, 335.3, 293.2, 14.358799454297417, 52.3, 2.06, -18.81, 41.11, 1.7, Apr 22 BMO
BK, The Bank of New York Mellon Corporation, 30.19B, 56, Financial, Asset Management, B-, B+, B-, F, 8.18, 17.08, 4.0, 0.81, 0, 56.4, 42.6, 0, 11.3, 1.1, 14.6, 7.31, 0.44, -7.7, 83.5, -16.94, -33.94, -20.83, -33.16, -34.35, 3.5, -15.3, -24.6, 3.6, -0.36, 88.0, 0.2, -2.71, 44.8, 32.7, 37.00305810397552, 47.1, 1.21, -37.24, 27.42, 0, Apr 16 BMO
BKNG, Booking Holdings Inc., 57.96B, 72, Services, Business Services, A-, A, A-, F, 11.75, 1.39, 3.85, 8.86, 12.89, 32.3, 35.5, 0, 80.7, 22.4, 35.4, 52.6, 8.08, 3.9, 110.5, -27.26, -39.26, -35.1, -38.65, -29.01, -7.0, -24.3, -33.0, 0, -2.53, 96.1, 0.3, 0, 1719.9, 1271.6, 35.2547971060082, 40.6, 3.39, -39.83, 13.79, 1.8, Feb 26 AMC
BKR, Baker Hughes Company, 11.15B, 60, Services, Technical Services, A-, C, A-, F, 9.1, 1.35, 0.47, 0.2, 22.7, 0.5, 4.5, 18.6, 0.4, 0.2, 12.0, 28.59, 34.42, 1.3, 42.4, -40.05, -59.55, -53.21, -59.58, -60.86, -12.1, -39.5, -52.3, 6.95, -1.08, 96.4, 0.1, 1.45, 22.7, 9.8, 131.63265306122446, 37.5, 2.82, -62.91, 13.6, 1.5, Apr 22 BMO
BLK, BlackRock Inc., 68.71B, 66, Financial, Asset Management, B-, A-, B+, F, 13.44, 2.19, 4.73, 1.97, 128.67, 30.8, 38.2, 81.7, 13.9, 2.7, 6.9, 9.17, 6.87, 15.8, 43.6, -13.89, -16.2, 1.47, -15.15, -2.86, 4.1, -11.9, -9.2, 3.4, 0.54, 85.1, 1.3, -7.34, 511.0, 409.5, 24.786324786324787, 48.9, 1.14, -26.05, 31.65, 0, Apr 14 BMO
BLL, Ball Corporation, 21.06B, 57, Consumer Goods, Packaging & Containers, B-, C+, C+, D, 19.26, 3.24, 1.84, 7.14, 27.42, 4.9, 8.1, 19.8, 17.0, 3.3, 15.2, 16.35, 11.97, -3.0, -19.4, -17.82, 1.06, -8.84, -0.17, 11.27, 0.4, -8.8, -8.5, 0.9, -0.72, 84.8, 0.5, -7.21, 80.8, 64.1, 26.05304212168487, 48.2, 1.99, -22.05, 25.95, 0.9, May 07 BMO
BMY, Bristol-Myers Squibb Company, 123.63B, 68, Healthcare, Drug Manufacturers - Major, A-, B, C+, D, 7.47, 1.37, 4.73, 2.05, 27.16, 13.2, 26.4, 70.3, 13.7, 5.0, -33.9, 18.32, 18.3, 33.0, -177.2, -10.2, -12.84, 12.19, -13.99, 17.77, 3.3, -7.8, 0.9, 3.2, 28.49, 79.9, 0.1, -5.96, 70.7, 54.8, 29.014598540145997, 50.3, 2.02, -19.21, 29.97, 1.6, May 07 BMO
BR, Broadridge Financial Solutions Inc., 11.19B, 51, Technology, Information Technology Services, C+, B, C+, F, 16.62, 2.57, 2.57, 9.39, 43.77, 9.7, 13.2, 27.2, 36.2, 10.5, 10.4, 9.72, 10.0, 1.6, -78.5, -13.24, -25.59, -24.28, -25.45, -14.41, -4.2, -16.4, -24.4, 2.3, -1.39, 88.4, 0.6, -12.41, 131.4, 91.3, 43.921139101862, 43.2, 1.7, -32.77, 12.45, 0.9, May 01 BMO
BRK-B, Berkshire Hathaway Inc., 443.39B, 42, Financial, Property & Casualty Insurance, C, C-, C+, F, 15.88, 0.0, 1.73, 0, 0, 0, 0, 0, 0, 0, 8.0, 7.2, 23.3, 4.0, 0, -17.5, -21.31, -11.51, -20.65, -11.75, -2.5, -13.5, -15.0, 0, 0, 0, 0, 0, 252.5, 175.9, 43.5474701534963, 44.1, 1.43, -22.4, 12.68, 0, Mar 02 BMO
BSX, Boston Scientific Corporation, 44.59B, 71, Healthcare, Medical Appliances & Equipment, B+, A-, A-, F, 16.05, 1.39, 4.15, 3.12, 32.43, 43.8, 14.1, 70.4, 44.5, 17.8, 191.1, 16.71, 6.7, 13.4, 935.2, -19.87, -31.5, -20.69, -31.34, -18.99, 0, -17.0, -24.4, 0, 0.13, 95.4, 0.3, -8.48, 48.5, 30.1, 61.129568106312284, 45.1, 1.03, -33.4, 28.84, 1.0, May 06 BMO
BWA, BorgWarner Inc., 4.85B, 57, Consumer Goods, Auto Parts, A+, B-, C, F, 5.37, 0.93, 0.48, 0.97, 12.52, 7.3, 12.8, 20.7, 16.7, 7.4, -15.3, 12.74, 6.46, -0.5, -6.5, -29.36, -49.31, -35.79, -48.64, -46.48, -7.9, -26.4, -40.1, 3.0, 0.46, 96.5, 0.4, 0, 40.5, 22.6, 79.20353982300884, 38.2, 7.78, -52.19, 31.06, 1.6, May 06 BMO
BXP, Boston Properties Inc., 12.70B, 54, Financial, REIT - Office, B-, B+, C+, F, 20.44, 3.58, 4.29, 2.33, 34.71, 17.3, 33.5, 63.0, 9.2, 2.4, -10.8, 14.27, 7.0, 7.4, -5.4, -40.13, -39.01, -34.08, -40.02, -40.24, -19.1, -34.2, -36.8, 4.6, 0.06, 99.0, 0.1, -63.92, 144.8, 85.2, 69.9530516431925, 31.7, 1.69, -44.06, 7.1, 0, Apr 28 AMC
C, Citigroup Inc., 86.48B, 64, Financial, Money Center Banks, B+, B, B+, F, 4.58, 0.37, 1.13, 0.48, 0, 23.7, 51.1, 0, 10.2, 0.9, 20.9, 13.49, 13.0, -1.2, 33.8, -41.79, -51.71, -40.79, -50.89, -39.7, -13.2, -37.8, -43.5, 5.2, -1.49, 82.0, 0.1, 0, 81.7, 38.5, 112.20779220779222, 36.8, 1.1, -52.8, 22.59, 0, Apr 15 BMO
CAG, Conagra Brands Inc., 14.53B, 69, Consumer Goods, Processed & Packaged Goods, B+, C+, B+, D+, 13.47, 2.09, 1.38, 1.92, 29.6, 7.6, 13.9, 27.9, 10.8, 3.6, 10.9, 8.55, 8.7, 18.3, 68.6, 3.96, -11.0, 5.72, -12.59, 8.96, 9.6, 1.4, 2.3, 2.8, -1.73, 88.7, 2.5, -9.26, 32.9, 29.7, 10.774410774410773, 57.9, 3.23, -15.9, 31.1, 0.9, Mar 31 BMO
CAH, Cardinal Health Inc., 13.86B, 48, Services, Drugs Wholesale, B-, D, B-, D-, 8.32, 0, 0.09, 13.57, 12.62, -2.8, -2.8, 4.6, -116.5, -10.4, 308.4, 4.18, 4.55, 5.3, -19.8, -15.03, -7.33, 1.44, -8.22, -1.4, 0.3, -10.6, -6.2, 4.1, -1.78, 91.6, 0.3, 0, 57.7, 47.7, 20.964360587002094, 48.1, 1.86, -23.51, 18.87, 1.0, May 07 BMO
CAT, Caterpillar Inc., 68.83B, 60, Industrial Goods, Farm & Construction Machinery, B, B+, C+, F, 12.34, 3.42, 1.28, 4.41, 18.48, 11.3, 15.4, 32.1, 40.7, 7.8, 3.4, 13.52, 3.28, -8.4, 5.1, -8.37, -22.45, -2.68, -20.95, -16.17, 11.6, -4.5, -11.2, 3.5, 1.03, 67.4, 0.1, -14.09, 135.9, 111.3, 22.10242587601079, 54.3, 1.4, -22.46, 33.42, 1.5, Apr 28 BMO
CBOE, Cboe Global Markets Inc., 10.24B, 37, Financial, Diversified Investments, C+, C-, D+, F, 17.3, 4.62, 4.1, 3.29, 0, 0, 0, 0, 0, 0, 7.2, 5.3, 4.39, -19.9, -37.8, -22.11, -22.72, -18.11, -23.02, -3.48, 0, -16.0, -19.3, 1.5, 0, 84.68, 1.07, -4.12, 115.7, 88.1, 31.328036322360965, 46.0, 2.33, -27.8, 28.27, 0, May 01 BMO
CBRE, CBRE Group Inc., 12.73B, 66, Financial, Property Management, A+, B-, B+, F, 8.49, 0.89, 0.53, 1.97, 13.69, 5.4, 5.3, 22.0, 23.1, 8.5, 20.0, 9.87, 11.0, 13.1, 57.9, -38.02, -40.35, -25.84, -40.17, -28.01, -11.7, -31.4, -32.2, 0, 1.09, 97.5, 0.8, -2.67, 58.6, 35.7, 64.14565826330532, 39.0, 1.5, -43.37, 25.72, 1.2, Feb 27 BMO
CCI, Crown Castle International Corp. (REIT), 63.49B, 58, Technology, Diversified Communication Services, D+, B, B, D+, 53.71, 3.9, 11.02, 5.81, 0, 13.0, 27.0, 65.5, 6.6, 2.0, 45.7, 22.69, 21.0, -1.5, -24.3, -10.51, 3.31, 7.23, 2.97, 14.01, 3.0, -2.7, 3.9, 3.2, -0.3, 96.6, 0.5, 0.02, 161.0, 137.5, 17.09090909090909, 51.8, 2.03, -13.26, 28.19, 0.6, Feb 26 AMC
CCL, Carnival Corporation & Plc, 6.47B, 59, Services, Resorts & Casinos, B+, B, B-, F, 2.17, 0.24, 0.31, 0.22, 0, 14.4, 15.7, 38.0, 12.1, 6.7, -2.7, 50.43, 7.55, 7.3, -12.8, -75.45, -84.47, -80.77, -84.32, -85.02, -50.4, -74.5, -81.1, 25.09, -0.75, 79.7, 0.1, -0.61, 36.9, 8.8, 319.3181818181818, 28.1, 9.17, -85.78, 0.89, 0.2, Mar 31
CDNS, Cadence Design Systems Inc., 19.90B, 72, Technology, Application Software, C+, A, B+, D, 24.79, 1.94, 8.52, 8.57, 30.38, 42.3, 21.0, 88.6, 62.0, 35.4, 187.8, 9.24, 9.6, 5.2, 599.6, -6.18, -7.71, 2.98, -4.95, 1.17, 7.7, -3.7, -4.4, 0, 0.79, 95.8, 1.0, -18.77, 68.7, 65.2, 5.368098159509202, 52.4, 2.03, -18.0, 28.29, 1.7, Feb 12 AMC
CDW, CDW Corporation, 13.54B, 59, Technology, Information Technology Services, B, B-, B+, F, 12.67, 1.48, 0.75, 13.13, 22.29, 4.1, 6.3, 16.9, 78.4, 9.4, 19.4, 11.95, 11.88, 11.3, 22.3, -26.19, -38.86, -26.58, -38.41, -12.47, -7.1, -24.6, -28.0, 1.7, -2.4, 96.3, 1.0, -11.27, 121.5, 88.8, 36.82432432432433, 40.0, 2.92, -39.78, 19.87, 1.2, May 07 BMO
CE, Celanese Corporation, 8.69B, 53, Basic Materials, Chemicals - Major Diversified, A-, B, D+, F, 6.13, 1.6, 1.38, 3.29, 11.09, 13.5, 13.2, 25.5, 30.5, 9.0, -22.6, 10.49, 6.3, -15.2, -54.0, -29.91, -43.51, -41.91, -44.28, -33.53, -6.8, -26.4, -38.3, 3.6, -3.99, 0, 0.7, 0, 118.7, 68.0, 74.55882352941177, 40.5, 2.92, -46.77, 30.17, 1.6, Apr 30 AMC
CERN, Cerner Corporation, 19.66B, 61, Technology, Healthcare Information Services, B, B-, B, F, 17.58, 2.71, 3.45, 4.48, 25.04, 9.3, 10.6, 81.2, 11.4, 7.5, -12.7, 12.41, 13.88, 5.6, 23.5, -15.69, -15.84, -6.88, -15.57, 8.47, -1.7, -11.6, -11.9, 1.1, -3.35, 83.6, 3.55, -4.37, 77.8, 60.7, 28.171334431630964, 45.3, 3.8, -23.41, 16.73, 2.0, May 05 AMC
CF, CF Industries Holdings Inc., 6.14B, 66, Basic Materials, Agricultural Chemicals, A+, B-, B+, F, 11.15, 0.45, 1.34, 1.93, 7.35, 10.7, 21.4, 25.6, 16.6, 3.9, 70.0, 25.27, 25.45, -7.3, -10.9, -33.68, -44.61, -46.77, -46.17, -40.14, -4.7, -25.9, -41.9, 4.6, -3.04, 95.2, 0.4, -1.7, 43.1, 25.8, 67.05426356589147, 41.0, 3.1, -53.4, 30.26, 1.5, Feb 12 AMC
CFG, Citizens Financial Group Inc., 7.73B, 64, Financial, Regional - Mid-Atlantic Banks, A+, B+, C+, F, 4.42, 0.8, 1.25, 0.37, 8.1, 27.8, 68.2, 0, 8.3, 1.1, 10.0, 7.42, 5.72, -2.7, 9.0, -45.06, -57.25, -48.0, -57.1, -48.99, -14.9, -42.7, -50.1, 8.96, -1.46, 0, 0.5, 0.29, 38.3, 17.3, 121.3872832369942, 35.3, 1.91, -57.81, 23.37, 0, Apr 17 BMO
CHD, Church & Dwight Co. Inc., 16.53B, 62, Consumer Goods, Cleaning Products, B-, B+, B-, D-, 23.11, 3.64, 3.79, 6.1, 29.17, 14.1, 19.3, 45.5, 23.8, 9.5, 7.7, 6.98, 7.45, 6.5, 1.8, -13.34, -5.37, -11.46, -5.79, -8.14, 0.3, -6.5, -8.8, 1.4, 5.9, 90.7, 0.1, -21.78, 74.1, 63.8, 16.144200626959243, 48.7, 3.32, -18.18, 38.12, 0.9, May 01 BMO
CHRW, C.H. Robinson Worldwide Inc., 9.54B, 55, Services, Air Delivery & Freight Services, B+, B-, C-, F, 16.51, 2.09, 0.62, 5.61, 18.3, 3.8, 5.2, 16.9, 34.7, 12.4, -11.9, 17.61, 7.87, -8.3, -45.6, -2.64, -11.45, -16.16, -11.87, -22.3, 7.6, -1.0, -12.4, 2.9, -2.26, 98.4, 0.8, -0.07, 75.5, 66.5, 13.533834586466165, 56.8, 14.54, -25.06, 21.04, 1.7, Apr 28 AMC
CI, Cigna Corporation, 66.02B, 73, Healthcare, Health Care Plans, A+, C+, A-, D-, 8.16, 0.96, 0.43, 1.38, 7.83, 3.3, 5.4, 0, 11.6, 3.3, 27.7, 11.51, 13.11, 168.9, 372.5, -19.44, -17.63, 13.11, -17.45, 6.17, 1.1, -11.0, -5.6, 0, 1.55, 92.0, 0.2, -10.56, 242.8, 173.0, 40.34682080924856, 48.9, 1.38, -24.85, 42.46, 0, May 07 BMO
CINF, Cincinnati Financial Corporation, 12.26B, 65, Financial, Property & Casualty Insurance, B+, B+, B+, F, 17.95, 0, 1.55, 1.21, 14.79, 25.2, 31.9, 0, 21.6, 8.2, 593.3, 2.65, -3.47, 203.1, 236.6, -30.17, -31.18, -35.48, -30.65, -14.68, -11.9, -25.3, -31.2, 3.2, -1.18, 65.2, 1.7, 0.17, 107.8, 73.5, 46.666666666666664, 39.8, 1.52, -38.3, 11.01, 0, May 06 AMC
CL, Colgate-Palmolive Company, 58.36B, 53, Consumer Goods, Personal Products, C-, B-, C+, D, 21.96, 4.46, 3.72, 486.93, 49.29, 15.1, 22.6, 59.5, -856.1, 16.9, -3.2, 6.08, 5.56, 5.4, -5.2, -9.55, 0.07, -3.33, -0.97, 0.52, 2.7, -3.5, -3.3, 2.5, 0.13, 81.7, 0.2, -22.68, 74.2, 65.5, 13.282442748091608, 51.2, 1.42, -11.94, 16.55, 1.0, May 01 BMO
CLX, The Clorox Company, 22.47B, 65, Consumer Goods, Housewares & Accessories, D+, B+, C+, C+, 26.99, 7.58, 3.66, 40.66, 75.15, 13.3, 16.7, 44.2, 133.5, 15.4, 12.0, 4.64, 3.73, -1.6, 4.2, 4.16, 17.75, 20.32, 17.04, 14.5, 2.6, 6.8, 14.1, 2.3, 1.82, 83.0, 0.1, -69.49, 168.0, 174.6, -3.7800687285223336, 55.7, 7.42, -16.13, 24.69, 0.9, May 05 BMO
CMA, Comerica Incorporated, 4.03B, 64, Financial, Money Center Banks, A+, B+, C+, F, 4.83, 0.88, 1.44, 0.55, 6.7, 42.4, 80.7, 0, 16.3, 1.6, 10.6, 1.64, 4.0, -6.4, -0.7, -44.85, -61.27, -56.05, -61.27, -63.86, -17.7, -44.3, -56.0, 9.79, -2.68, 86.2, 0.8, -2.27, 87.2, 27.1, 221.7712177121771, 33.1, 3.18, -65.53, 14.46, 0, Apr 21 BMO
CMCSA, Comcast Corporation, 166.31B, 67, Services, Entertainment - Diversified, A, B, B, F, 10.37, 1.29, 1.53, 1.89, 13.85, 12.0, 19.4, 68.4, 16.7, 5.1, 11.8, 8.55, 9.38, 2.0, 25.2, -19.13, -24.25, -21.98, -23.57, -14.65, -5.2, -16.2, -21.1, 2.6, -0.16, 85.5, 0.1, -28.68, 49.2, 32.4, 51.85185185185187, 43.2, 1.99, -28.01, 8.41, 0.8, Apr 23 BMO
CME, CME Group Inc., 61.66B, 50, Financial, Investment Brokerage - National, C-, B+, C+, F, 21.63, 4.93, 12.67, 2.31, 84.32, 43.5, 53.2, 0, 8.0, 2.9, 3.5, 2.31, 5.79, -7.9, 19.8, -24.62, -16.49, -17.88, -16.02, 1.32, -3.0, -14.3, -16.6, 2.0, 0.27, 90.5, 0.2, -6.74, 209.1, 166.2, 25.81227436823105, 45.4, 1.47, -25.2, 27.9, 1.0, Apr 29 BMO
CMG, Chipotle Mexican Grill Inc., 18.22B, 61, Services, Restaurants, C+, B-, A+, F, 27.93, 2.05, 3.26, 10.4, 46.99, 6.3, 7.9, 27.0, 22.1, 7.2, 103.4, 34.38, 24.87, 17.6, 183.3, -18.14, -26.57, -22.2, -24.72, -10.7, 1.1, -17.9, -20.5, 0, -0.97, 96.1, 0.7, -74.44, 688.0, 619.3, 11.093169707734548, 44.9, 7.06, -32.98, 51.85, 1.6, Apr 21 AMC
CMI, Cummins Inc., 20.45B, 54, Industrial Goods, Diversified Machinery, B+, B, C-, F, 10.74, 5.28, 0.87, 2.67, 11.89, 9.6, 11.5, 25.4, 28.8, 11.3, 9.5, 11.68, 1.74, -8.9, -38.2, -15.14, -25.96, -13.86, -25.82, -17.77, 0.6, -11.9, -19.1, 3.9, -4.11, 85.1, 0.2, -5.06, 167.7, 130.3, 28.702993092862606, 47.3, 3.13, -28.9, 31.41, 1.5, May 05 BMO
CMS, CMS Energy Corporation, 16.11B, 58, Utilities, Electric Utilities, C+, B, B-, D-, 19.86, 3.32, 2.35, 3.21, 0, 9.9, 18.1, 65.8, 13.8, 2.6, 3.0, 7.43, 7.51, -1.9, 77.8, -16.81, -7.86, -10.57, -9.52, 3.65, -3.9, -11.0, -8.4, 2.8, 0.2, 96.3, 0.4, -4.15, 67.5, 55.7, 21.184919210053856, 45.9, 2.19, -17.8, 23.53, 0.9, Apr 23 BMO
CNC, Centene Corporation, 34.99B, 68, Healthcare, Health Care Plans, B+, C, B+, D+, 9.98, 1.32, 0.47, 1.86, 46.47, 1.8, 2.3, 17.8, 10.9, 3.7, 39.1, 21.87, 13.63, 13.9, -13.8, -9.77, -8.92, 31.9, -10.35, 5.6, 1.2, -5.7, 3.4, 0, 6.66, 76.6, 2.0, -2.59, 73.5, 56.1, 31.01604278074866, 50.1, 4.3, -17.89, 35.4, 1.6, May 05 BMO
CNP, CenterPoint Energy Inc., 7.10B, 54, Utilities, Gas Utilities, B-, C+, B, F, 9.61, 0, 0.58, 1.07, 0, 5.5, 10.0, 0, 10.3, 2.0, 81.3, 0.89, -3.3, 6.4, 42.2, -40.68, -47.57, -51.48, -48.18, -53.97, -9.4, -35.1, -46.5, 8.21, 2.22, 88.2, 0.2, -3.37, 22.8, 14.1, 61.70212765957448, 36.6, 3.92, -54.67, 22.02, 1.0, Feb 27 BMO
COF, Capital One Financial Corporation, 21.03B, 61, Financial, Credit Services, A+, B, C, F, 3.66, 0.5, 0.74, 0.38, 1.4, 18.2, 60.0, 0, 10.1, 1.4, -6.9, 10.9, 8.0, 3.1, -9.6, -50.82, -57.6, -49.07, -57.31, -48.51, -25.5, -47.3, -51.8, 3.6, 0.08, 93.1, 1.0, -6.89, 101.4, 44.6, 127.35426008968611, 31.1, 1.0, -59.17, 15.61, 0, Apr 23 AMC
COG, Cabot Oil & Gas Corporation, 6.91B, 79, Basic Materials, Independent Oil & Gas, A, A+, C+, D+, 13.37, 0.39, 3.35, 3.14, 13.51, 33.0, 46.3, 68.5, 30.2, 15.2, 33.8, 89.24, 26.65, -35.6, -40.6, 11.78, -3.08, -2.51, -4.08, -34.48, 0.1, 7.7, -5.8, 2.4, -1.5, 99.71, 1.8, -2.61, 19.1, 16.6, 15.06024096385542, 52.5, 6.06, -39.59, 27.87, 1.7, Feb 20 AMC
COO, The Cooper Companies Inc., 15.62B, 61, Healthcare, Medical Instruments & Supplies, B-, B, B-, F, 19.72, 3.15, 5.85, 3.74, 34.14, 17.0, 20.5, 66.1, 12.5, 7.2, 29.2, 10.66, 10.0, 2.9, -12.0, -16.06, -12.21, -1.77, -11.66, -4.46, 0.3, -11.8, -10.4, 0, 0.13, 92.6, 0.3, -7.43, 348.4, 273.0, 27.61904761904761, 47.5, 1.64, -22.38, 19.92, 1.1, Mar 05 AMC
COP, ConocoPhillips, 40.16B, 58, Basic Materials, Independent Oil & Gas, B+, B+, C, F, 17.17, 0, 1.24, 1.06, 13.53, 22.2, 25.7, 47.4, 21.2, 10.1, 20.4, 74.98, -0.14, -16.3, -59.1, -31.5, -48.27, -36.2, -47.93, -48.31, 9.4, -27.4, -39.1, 4.9, 0.01, 75.5, 0.1, -5.65, 54.8, 29.6, 85.13513513513512, 47.6, 1.26, -50.37, 62.48, 2.4, Apr 30 BMO
COST, Costco Wholesale Corporation, 132.32B, 61, Services, Discount Variety Stores, C+, C+, B, D+, 31.07, 5.09, 0.84, 7.75, 43.13, 2.4, 3.1, 13.0, 24.3, 8.0, 11.9, 7.72, 6.78, 10.4, 12.5, -9.12, 0, 2.23, -0.83, 20.21, -1.2, -4.2, -0.3, 0.8, -0.95, 71.9, 0.2, -5.45, 321.7, 286.7, 12.207882804325079, 48.3, 1.25, -10.39, 25.07, 1.0, Mar 05 AMC
CPB, Campbell Soup Company, 14.12B, 62, Consumer Goods, Processed & Packaged Goods, B-, B+, C-, D+, 17.55, 13.25, 1.88, 5.74, 32.25, 19.3, 11.9, 34.0, 95.6, 11.2, -20.4, 1.88, 2.75, -0.5, -3.5, -10.0, -2.14, 2.79, -3.99, 27.38, -0.5, -1.3, 3.2, 2.9, 0.68, 53.5, 0.2, -16.12, 49.2, 45.9, 7.18954248366014, 50.9, 9.27, -17.54, 34.53, 0.6, Mar 04 BMO
CPRI, Capri Holdings Limited, 1.40B, 54, Consumer Goods, Textile - Apparel Clothing, B+, B-, C+, F, 1.86, 2.7, 0.25, 0.47, 3.04, 6.1, 6.7, 60.2, 14.2, 4.4, -9.4, 1.09, 1.32, 9.2, 3.9, -67.66, -78.76, -72.54, -78.69, -82.68, -39.5, -64.8, -73.8, 0, 1.78, 98.2, 0.7, 0, 34.6, 8.9, 288.76404494382024, 28.1, 10.09, -83.74, 50.0, 0.8, May 06 BMO
CPRT, Copart Inc., 15.54B, 69, Services, Auto Dealerships, B-, A+, A, F, 21.42, 0.94, 6.98, 7.05, 102.96, 32.9, 36.6, 45.3, 39.4, 27.0, 40.0, 12.12, 22.3, 18.6, 28.5, -25.96, -31.1, -16.82, -29.17, 1.07, -9.1, -25.8, -22.7, 0, -0.83, 80.8, 13.29, -4.51, 96.6, 64.7, 49.30448222565686, 37.3, 2.6, -38.59, 15.66, 2.1, Feb 19 AMC
CRM, salesforce.com inc., 127.41B, 46, Technology, Application Software, C+, C+, C+, F, 34.21, 31.71, 7.45, 3.52, 34.55, 0.7, 1.7, 75.2, 0.5, 0.3, -89.6, 24.63, 19.88, 34.6, -152.7, -23.55, -19.56, -6.86, -17.41, -17.4, -8.3, -20.4, -15.7, 0, 2.24, 84.5, 0.2, -45.76, 199.7, 134.0, 49.02985074626865, 39.0, 1.4, -31.37, 16.51, 1.1, Feb 25 AMC
CSCO, Cisco Systems Inc., 176.44B, 69, Technology, Communication Equipment, B+, A-, B-, F, 12.1, 2.05, 3.42, 4.75, 19.94, 21.4, 27.5, 64.0, 31.5, 11.7, 30.3, 3.85, 7.04, -3.5, 5.7, -3.84, -17.8, -14.52, -17.01, -28.46, 5.7, -6.7, -16.7, 3.6, -1.98, 74.3, 0.1, -11.26, 48.1, 38.3, 25.587467362924293, 50.6, 1.17, -31.69, 22.84, 1.8, Feb 12 AMC
